Fecha,Producto,Dia_Semana,Es_Fin_Semana,Es_Feriado,Temporada,Cantidad_Vendida,Precio
2019-01-05,Cachito,6,1,0,Verano,308,0.5
2019-01-05,Ciabatta,6,1,0,Verano,470,0.4
2019-01-05,Croissant,6,1,0,Verano,617,2.5
2019-01-05,Empanada,6,1,0,Verano,545,4.5
2019-01-05,Pan Francés,6,1,0,Verano,990,0.3
2019-01-05,Pan de Camote,6,1,0,Verano,173,0.3
2019-01-05,Pan de Molde,6,1,0,Verano,181,6.5
2019-01-05,Pan de Yema,6,1,0,Verano,236,0.3
2019-01-05,Petit Pain,6,1,0,Verano,109,0.2
2019-01-05,Postre,6,1,0,Verano,121,8.5
2019-01-05,Torta,6,1,0,Verano,41,45.0
2019-01-06,Baguette,7,1,0,Verano,485,2.5
2019-01-06,Cachito,7,1,0,Verano,340,0.5
2019-01-06,Ciabatta,7,1,0,Verano,454,0.4
2019-01-06,Croissant,7,1,0,Verano,575,2.5
2019-01-06,Empanada,7,1,0,Verano,385,4.5
2019-01-06,Pan Francés,7,1,0,Verano,1119,0.3
2019-01-06,Pan de Camote,7,1,0,Verano,197,0.3
2019-01-06,Pan de Molde,7,1,0,Verano,191,6.5
2019-01-06,Pan de Yema,7,1,0,Verano,260,0.3
2019-01-06,Petit Pain,7,1,0,Verano,108,0.2
2019-01-06,Postre,7,1,0,Verano,123,8.5
2019-01-06,Torta,7,1,0,Verano,46,45.0
2019-01-07,Baguette,1,0,0,Verano,285,2.5
2019-01-07,Cachito,1,0,0,Verano,274,0.5
2019-01-07,Ciabatta,1,0,0,Verano,382,0.4
2019-01-07,Croissant,1,0,0,Verano,353,2.5
2019-01-07,Empanada,1,0,0,Verano,290,4.5
2019-01-07,Pan Francés,1,0,0,Verano,828,0.3
2019-01-07,Pan de Molde,1,0,0,Verano,155,6.5
2019-01-07,Petit Pain,1,0,0,Verano,96,0.2
2019-01-07,Postre,1,0,0,Verano,74,8.5
2019-01-07,Torta,1,0,0,Verano,21,45.0
2019-01-08,Baguette,2,0,0,Verano,278,2.5
2019-01-08,Cachito,2,0,0,Verano,247,0.5
2019-01-08,Ciabatta,2,0,0,Verano,286,0.4
2019-01-08,Croissant,2,0,0,Verano,429,2.5
2019-01-08,Empanada,2,0,0,Verano,290,4.5
2019-01-08,Pan Francés,2,0,0,Verano,856,0.3
2019-01-08,Pan de Camote,2,0,0,Verano,140,0.3
2019-01-08,Pan de Molde,2,0,0,Verano,137,6.5
2019-01-08,Pan de Yema,2,0,0,Verano,175,0.3
2019-01-08,Petit Pain,2,0,0,Verano,97,0.2
2019-01-08,Postre,2,0,0,Verano,68,8.5
2019-01-09,Baguette,3,0,0,Verano,355,2.5
2019-01-09,Cachito,3,0,0,Verano,256,0.5
2019-01-09,Ciabatta,3,0,0,Verano,326,0.4
2019-01-09,Croissant,3,0,0,Verano,390,2.5
2019-01-09,Empanada,3,0,0,Verano,259,4.5
2019-01-09,Pan Francés,3,0,0,Verano,861,0.3
2019-01-09,Pan de Camote,3,0,0,Verano,159,0.3
2019-01-09,Pan de Molde,3,0,0,Verano,147,6.5
2019-01-09,Pan de Yema,3,0,0,Verano,168,0.3
2019-01-09,Petit Pain,3,0,0,Verano,108,0.2
2019-01-09,Postre,3,0,0,Verano,83,8.5
2019-01-10,Baguette,4,0,0,Verano,283,2.5
2019-01-10,Cachito,4,0,0,Verano,262,0.5
2019-01-10,Ciabatta,4,0,0,Verano,354,0.4
2019-01-10,Croissant,4,0,0,Verano,345,2.5
2019-01-10,Empanada,4,0,0,Verano,347,4.5
2019-01-10,Pan Francés,4,0,0,Verano,811,0.3
2019-01-10,Pan de Camote,4,0,0,Verano,134,0.3
2019-01-10,Pan de Molde,4,0,0,Verano,143,6.5
2019-01-10,Pan de Yema,4,0,0,Verano,202,0.3
2019-01-10,Petit Pain,4,0,0,Verano,92,0.2
2019-01-10,Postre,4,0,0,Verano,63,8.5
2019-01-10,Torta,4,0,0,Verano,22,45.0
2019-01-11,Baguette,5,0,0,Verano,339,2.5
2019-01-11,Cachito,5,0,0,Verano,217,0.5
2019-01-11,Ciabatta,5,0,0,Verano,294,0.4
2019-01-11,Croissant,5,0,0,Verano,400,2.5
2019-01-11,Empanada,5,0,0,Verano,309,4.5
2019-01-11,Pan Francés,5,0,0,Verano,921,0.3
2019-01-11,Pan de Camote,5,0,0,Verano,132,0.3
2019-01-11,Pan de Molde,5,0,0,Verano,153,6.5
2019-01-11,Pan de Yema,5,0,0,Verano,216,0.3
2019-01-11,Petit Pain,5,0,0,Verano,103,0.2
2019-01-11,Postre,5,0,0,Verano,74,8.5
2019-01-11,Torta,5,0,0,Verano,19,45.0
2019-01-12,Baguette,6,1,0,Verano,390,2.5
2019-01-12,Cachito,6,1,0,Verano,378,0.5
2019-01-12,Ciabatta,6,1,0,Verano,540,0.4
2019-01-12,Croissant,6,1,0,Verano,637,2.5
2019-01-12,Empanada,6,1,0,Verano,441,4.5
2019-01-12,Pan Francés,6,1,0,Verano,1113,0.3
2019-01-12,Pan de Camote,6,1,0,Verano,176,0.3
2019-01-12,Pan de Molde,6,1,0,Verano,173,6.5
2019-01-12,Pan de Yema,6,1,0,Verano,256,0.3
2019-01-12,Petit Pain,6,1,0,Verano,121,0.2
2019-01-12,Postre,6,1,0,Verano,154,8.5
2019-01-12,Torta,6,1,0,Verano,43,45.0
2019-01-13,Baguette,7,1,0,Verano,389,2.5
2019-01-13,Cachito,7,1,0,Verano,379,0.5
2019-01-13,Ciabatta,7,1,0,Verano,415,0.4
2019-01-13,Croissant,7,1,0,Verano,571,2.5
2019-01-13,Empanada,7,1,0,Verano,0,4.5
2019-01-13,Pan Francés,7,1,0,Verano,1054,0.3
2019-01-13,Pan de Camote,7,1,0,Verano,201,0.3
2019-01-13,Pan de Molde,7,1,0,Verano,152,6.5
2019-01-13,Pan de Yema,7,1,0,Verano,248,0.3
2019-01-13,Petit Pain,7,1,0,Verano,107,0.2
2019-01-13,Postre,7,1,0,Verano,119,8.5
2019-01-13,Torta,7,1,0,Verano,43,45.0
2019-01-14,Baguette,1,0,0,Verano,315,2.5
2019-01-14,Cachito,1,0,0,Verano,212,0.5
2019-01-14,Ciabatta,1,0,0,Verano,343,0.4
2019-01-14,Croissant,1,0,0,Verano,363,2.5
2019-01-14,Empanada,1,0,0,Verano,326,4.5
2019-01-14,Pan Francés,1,0,0,Verano,804,0.3
2019-01-14,Pan de Molde,1,0,0,Verano,161,6.5
2019-01-14,Petit Pain,1,0,0,Verano,102,0.2
2019-01-14,Postre,1,0,0,Verano,75,8.5
2019-01-14,Torta,1,0,0,Verano,20,45.0
2019-01-15,Baguette,2,0,0,Verano,290,2.5
2019-01-15,Cachito,2,0,0,Verano,263,0.5
2019-01-15,Ciabatta,2,0,0,Verano,335,0.4
2019-01-15,Croissant,2,0,0,Verano,312,2.5
2019-01-15,Empanada,2,0,0,Verano,259,4.5
2019-01-15,Pan Francés,2,0,0,Verano,780,0.3
2019-01-15,Pan de Camote,2,0,0,Verano,158,0.3
2019-01-15,Pan de Molde,2,0,0,Verano,126,6.5
2019-01-15,Pan de Yema,2,0,0,Verano,201,0.3
2019-01-15,Petit Pain,2,0,0,Verano,100,0.2
2019-01-15,Postre,2,0,0,Verano,95,8.5
2019-01-16,Baguette,3,0,0,Verano,318,2.5
2019-01-16,Cachito,3,0,0,Verano,232,0.5
2019-01-16,Ciabatta,3,0,0,Verano,365,0.4
2019-01-16,Croissant,3,0,0,Verano,344,2.5
2019-01-16,Empanada,3,0,0,Verano,288,4.5
2019-01-16,Pan Francés,3,0,0,Verano,905,0.3
2019-01-16,Pan de Camote,3,0,0,Verano,132,0.3
2019-01-16,Pan de Molde,3,0,0,Verano,152,6.5
2019-01-16,Pan de Yema,3,0,0,Verano,205,0.3
2019-01-16,Petit Pain,3,0,0,Verano,117,0.2
2019-01-16,Postre,3,0,0,Verano,57,8.5
2019-01-17,Baguette,4,0,0,Verano,333,2.5
2019-01-17,Cachito,4,0,0,Verano,256,0.5
2019-01-17,Ciabatta,4,0,0,Verano,353,0.4
2019-01-17,Croissant,4,0,0,Verano,382,2.5
2019-01-17,Empanada,4,0,0,Verano,281,4.5
2019-01-17,Pan Francés,4,0,0,Verano,859,0.3
2019-01-17,Pan de Camote,4,0,0,Verano,139,0.3
2019-01-17,Pan de Molde,4,0,0,Verano,134,6.5
2019-01-17,Pan de Yema,4,0,0,Verano,214,0.3
2019-01-17,Petit Pain,4,0,0,Verano,122,0.2
2019-01-17,Postre,4,0,0,Verano,73,8.5
2019-01-17,Torta,4,0,0,Verano,16,45.0
2019-01-18,Baguette,5,0,0,Verano,326,2.5
2019-01-18,Cachito,5,0,0,Verano,242,0.5
2019-01-18,Ciabatta,5,0,0,Verano,323,0.4
2019-01-18,Croissant,5,0,0,Verano,362,2.5
2019-01-18,Empanada,5,0,0,Verano,281,4.5
2019-01-18,Pan Francés,5,0,0,Verano,841,0.3
2019-01-18,Pan de Camote,5,0,0,Verano,132,0.3
2019-01-18,Pan de Molde,5,0,0,Verano,148,6.5
2019-01-18,Pan de Yema,5,0,0,Verano,218,0.3
2019-01-18,Petit Pain,5,0,0,Verano,118,0.2
2019-01-18,Postre,5,0,0,Verano,79,8.5
2019-01-18,Torta,5,0,0,Verano,17,45.0
2019-01-19,Baguette,6,1,0,Verano,464,2.5
2019-01-19,Cachito,6,1,0,Verano,378,0.5
2019-01-19,Ciabatta,6,1,0,Verano,386,0.4
2019-01-19,Croissant,6,1,0,Verano,518,2.5
2019-01-19,Empanada,6,1,0,Verano,478,4.5
2019-01-19,Pan Francés,6,1,0,Verano,1311,0.3
2019-01-19,Pan de Camote,6,1,0,Verano,204,0.3
2019-01-19,Pan de Molde,6,1,0,Verano,157,6.5
2019-01-19,Pan de Yema,6,1,0,Verano,223,0.3
2019-01-19,Petit Pain,6,1,0,Verano,74,0.2
2019-01-19,Postre,6,1,0,Verano,114,8.5
2019-01-19,Torta,6,1,0,Verano,39,45.0
2019-01-20,Baguette,7,1,0,Verano,360,2.5
2019-01-20,Cachito,7,1,0,Verano,351,0.5
2019-01-20,Ciabatta,7,1,0,Verano,436,0.4
2019-01-20,Croissant,7,1,0,Verano,515,2.5
2019-01-20,Empanada,7,1,0,Verano,503,4.5
2019-01-20,Pan Francés,7,1,0,Verano,1258,0.3
2019-01-20,Pan de Camote,7,1,0,Verano,218,0.3
2019-01-20,Pan de Molde,7,1,0,Verano,167,6.5
2019-01-20,Pan de Yema,7,1,0,Verano,206,0.3
2019-01-20,Petit Pain,7,1,0,Verano,112,0.2
2019-01-20,Postre,7,1,0,Verano,125,8.5
2019-01-20,Torta,7,1,0,Verano,0,45.0
2019-01-21,Baguette,1,0,0,Verano,320,2.5
2019-01-21,Cachito,1,0,0,Verano,265,0.5
2019-01-21,Ciabatta,1,0,0,Verano,406,0.4
2019-01-21,Croissant,1,0,0,Verano,391,2.5
2019-01-21,Empanada,1,0,0,Verano,282,4.5
2019-01-21,Pan Francés,1,0,0,Verano,912,0.3
2019-01-21,Pan de Molde,1,0,0,Verano,132,6.5
2019-01-21,Petit Pain,1,0,0,Verano,98,0.2
2019-01-21,Postre,1,0,0,Verano,78,8.5
2019-01-22,Baguette,2,0,0,Verano,266,2.5
2019-01-22,Cachito,2,0,0,Verano,225,0.5
2019-01-22,Ciabatta,2,0,0,Verano,363,0.4
2019-01-22,Croissant,2,0,0,Verano,389,2.5
2019-01-22,Empanada,2,0,0,Verano,303,4.5
2019-01-22,Pan Francés,2,0,0,Verano,887,0.3
2019-01-22,Pan de Camote,2,0,0,Verano,131,0.3
2019-01-22,Pan de Molde,2,0,0,Verano,147,6.5
2019-01-22,Pan de Yema,2,0,0,Verano,202,0.3
2019-01-22,Petit Pain,2,0,0,Verano,95,0.2
2019-01-22,Postre,2,0,0,Verano,64,8.5
2019-01-22,Torta,2,0,0,Verano,21,45.0
2019-01-23,Baguette,3,0,0,Verano,280,2.5
2019-01-23,Cachito,3,0,0,Verano,238,0.5
2019-01-23,Ciabatta,3,0,0,Verano,326,0.4
2019-01-23,Croissant,3,0,0,Verano,386,2.5
2019-01-23,Empanada,3,0,0,Verano,277,4.5
2019-01-23,Pan Francés,3,0,0,Verano,903,0.3
2019-01-23,Pan de Camote,3,0,0,Verano,161,0.3
2019-01-23,Pan de Molde,3,0,0,Verano,158,6.5
2019-01-23,Pan de Yema,3,0,0,Verano,206,0.3
2019-01-23,Petit Pain,3,0,0,Verano,98,0.2
2019-01-23,Postre,3,0,0,Verano,73,8.5
2019-01-24,Baguette,4,0,0,Verano,363,2.5
2019-01-24,Cachito,4,0,0,Verano,266,0.5
2019-01-24,Ciabatta,4,0,0,Verano,315,0.4
2019-01-24,Croissant,4,0,0,Verano,380,2.5
2019-01-24,Empanada,4,0,0,Verano,274,4.5
2019-01-24,Pan Francés,4,0,0,Verano,828,0.3
2019-01-24,Pan de Camote,4,0,0,Verano,160,0.3
2019-01-24,Pan de Molde,4,0,0,Verano,132,6.5
2019-01-24,Pan de Yema,4,0,0,Verano,216,0.3
2019-01-24,Petit Pain,4,0,0,Verano,101,0.2
2019-01-24,Postre,4,0,0,Verano,71,8.5
2019-01-24,Torta,4,0,0,Verano,22,45.0
2019-01-25,Baguette,5,0,0,Verano,291,2.5
2019-01-25,Cachito,5,0,0,Verano,238,0.5
2019-01-25,Ciabatta,5,0,0,Verano,365,0.4
2019-01-25,Croissant,5,0,0,Verano,363,2.5
2019-01-25,Empanada,5,0,0,Verano,307,4.5
2019-01-25,Pan Francés,5,0,0,Verano,827,0.3
2019-01-25,Pan de Camote,5,0,0,Verano,154,0.3
2019-01-25,Pan de Molde,5,0,0,Verano,142,6.5
2019-01-25,Pan de Yema,5,0,0,Verano,205,0.3
2019-01-25,Petit Pain,5,0,0,Verano,86,0.2
2019-01-25,Postre,5,0,0,Verano,71,8.5
2019-01-25,Torta,5,0,0,Verano,19,45.0
2019-01-26,Baguette,6,1,0,Verano,483,2.5
2019-01-26,Cachito,6,1,0,Verano,340,0.5
2019-01-26,Ciabatta,6,1,0,Verano,495,0.4
2019-01-26,Croissant,6,1,0,Verano,589,2.5
2019-01-26,Empanada,6,1,0,Verano,441,4.5
2019-01-26,Pan Francés,6,1,0,Verano,1116,0.3
2019-01-26,Pan de Camote,6,1,0,Verano,195,0.3
2019-01-26,Pan de Molde,6,1,0,Verano,163,6.5
2019-01-26,Pan de Yema,6,1,0,Verano,216,0.3
2019-01-26,Petit Pain,6,1,0,Verano,116,0.2
2019-01-26,Postre,6,1,0,Verano,135,8.5
2019-01-26,Torta,6,1,0,Verano,40,45.0
2019-01-27,Baguette,7,1,0,Verano,404,2.5
2019-01-27,Cachito,7,1,0,Verano,368,0.5
2019-01-27,Ciabatta,7,1,0,Verano,466,0.4
2019-01-27,Croissant,7,1,0,Verano,654,2.5
2019-01-27,Empanada,7,1,0,Verano,527,4.5
2019-01-27,Pan Francés,7,1,0,Verano,1157,0.3
2019-01-27,Pan de Camote,7,1,0,Verano,196,0.3
2019-01-27,Pan de Molde,7,1,0,Verano,166,6.5
2019-01-27,Pan de Yema,7,1,0,Verano,222,0.3
2019-01-27,Petit Pain,7,1,0,Verano,134,0.2
2019-01-27,Postre,7,1,0,Verano,132,8.5
2019-01-27,Torta,7,1,0,Verano,44,45.0
2019-01-28,Baguette,1,0,0,Verano,276,2.5
2019-01-28,Cachito,1,0,0,Verano,254,0.5
2019-01-28,Ciabatta,1,0,0,Verano,321,0.4
2019-01-28,Croissant,1,0,0,Verano,394,2.5
2019-01-28,Empanada,1,0,0,Verano,357,4.5
2019-01-28,Pan Francés,1,0,0,Verano,1099,0.3
2019-01-28,Pan de Molde,1,0,0,Verano,141,6.5
2019-01-28,Petit Pain,1,0,0,Verano,110,0.2
2019-01-28,Postre,1,0,0,Verano,76,8.5
2019-01-29,Baguette,2,0,0,Verano,338,2.5
2019-01-29,Cachito,2,0,0,Verano,267,0.5
2019-01-29,Ciabatta,2,0,0,Verano,372,0.4
2019-01-29,Croissant,2,0,0,Verano,304,2.5
2019-01-29,Empanada,2,0,0,Verano,268,4.5
2019-01-29,Pan Francés,2,0,0,Verano,744,0.3
2019-01-29,Pan de Camote,2,0,0,Verano,141,0.3
2019-01-29,Pan de Molde,2,0,0,Verano,136,6.5
2019-01-29,Pan de Yema,2,0,0,Verano,216,0.3
2019-01-29,Petit Pain,2,0,0,Verano,95,0.2
2019-01-29,Postre,2,0,0,Verano,73,8.5
2019-01-29,Torta,2,0,0,Verano,18,45.0
2019-01-30,Baguette,3,0,0,Verano,282,2.5
2019-01-30,Cachito,3,0,0,Verano,268,0.5
2019-01-30,Ciabatta,3,0,0,Verano,337,0.4
2019-01-30,Croissant,3,0,0,Verano,374,2.5
2019-01-30,Empanada,3,0,0,Verano,264,4.5
2019-01-30,Pan Francés,3,0,0,Verano,765,0.3
2019-01-30,Pan de Camote,3,0,0,Verano,121,0.3
2019-01-30,Pan de Molde,3,0,0,Verano,150,6.5
2019-01-30,Pan de Yema,3,0,0,Verano,169,0.3
2019-01-30,Petit Pain,3,0,0,Verano,110,0.2
2019-01-30,Postre,3,0,0,Verano,69,8.5
2019-01-31,Baguette,4,0,0,Verano,353,2.5
2019-01-31,Cachito,4,0,0,Verano,268,0.5
2019-01-31,Ciabatta,4,0,0,Verano,342,0.4
2019-01-31,Croissant,4,0,0,Verano,421,2.5
2019-01-31,Empanada,4,0,0,Verano,248,4.5
2019-01-31,Pan Francés,4,0,0,Verano,1088,0.3
2019-01-31,Pan de Camote,4,0,0,Verano,136,0.3
2019-01-31,Pan de Molde,4,0,0,Verano,165,6.5
2019-01-31,Pan de Yema,4,0,0,Verano,228,0.3
2019-01-31,Petit Pain,4,0,0,Verano,88,0.2
2019-01-31,Postre,4,0,0,Verano,77,8.5
2019-01-31,Torta,4,0,0,Verano,20,45.0
2019-02-01,Baguette,5,0,0,Verano,303,2.5
2019-02-01,Cachito,5,0,0,Verano,250,0.5
2019-02-01,Ciabatta,5,0,0,Verano,408,0.4
2019-02-01,Croissant,5,0,0,Verano,302,2.5
2019-02-01,Empanada,5,0,0,Verano,298,4.5
2019-02-01,Pan Francés,5,0,0,Verano,1037,0.3
2019-02-01,Pan de Camote,5,0,0,Verano,156,0.3
2019-02-01,Pan de Molde,5,0,0,Verano,130,6.5
2019-02-01,Pan de Yema,5,0,0,Verano,199,0.3
2019-02-01,Petit Pain,5,0,0,Verano,87,0.2
2019-02-01,Postre,5,0,0,Verano,65,8.5
2019-02-01,Torta,5,0,0,Verano,21,45.0
2019-02-02,Baguette,6,1,0,Verano,376,2.5
2019-02-02,Cachito,6,1,0,Verano,323,0.5
2019-02-02,Ciabatta,6,1,0,Verano,453,0.4
2019-02-02,Croissant,6,1,0,Verano,565,2.5
2019-02-02,Empanada,6,1,0,Verano,431,4.5
2019-02-02,Pan Francés,6,1,0,Verano,1027,0.3
2019-02-02,Pan de Camote,6,1,0,Verano,185,0.3
2019-02-02,Pan de Molde,6,1,0,Verano,181,6.5
2019-02-02,Pan de Yema,6,1,0,Verano,253,0.3
2019-02-02,Petit Pain,6,1,0,Verano,104,0.2
2019-02-02,Postre,6,1,0,Verano,130,8.5
2019-02-02,Torta,6,1,0,Verano,48,45.0
2019-02-03,Baguette,7,1,0,Verano,430,2.5
2019-02-03,Cachito,7,1,0,Verano,331,0.5
2019-02-03,Ciabatta,7,1,0,Verano,451,0.4
2019-02-03,Croissant,7,1,0,Verano,556,2.5
2019-02-03,Empanada,7,1,0,Verano,370,4.5
2019-02-03,Pan Francés,7,1,0,Verano,1007,0.3
2019-02-03,Pan de Camote,7,1,0,Verano,185,0.3
2019-02-03,Pan de Molde,7,1,0,Verano,162,6.5
2019-02-03,Pan de Yema,7,1,0,Verano,259,0.3
2019-02-03,Petit Pain,7,1,0,Verano,94,0.2
2019-02-03,Postre,7,1,0,Verano,127,8.5
2019-02-03,Torta,7,1,0,Verano,47,45.0
2019-02-04,Baguette,1,0,0,Verano,310,2.5
2019-02-04,Cachito,1,0,0,Verano,256,0.5
2019-02-04,Ciabatta,1,0,0,Verano,459,0.4
2019-02-04,Croissant,1,0,0,Verano,352,2.5
2019-02-04,Empanada,1,0,0,Verano,258,4.5
2019-02-04,Pan Francés,1,0,0,Verano,954,0.3
2019-02-04,Pan de Molde,1,0,0,Verano,167,6.5
2019-02-04,Petit Pain,1,0,0,Verano,94,0.2
2019-02-04,Postre,1,0,0,Verano,79,8.5
2019-02-04,Torta,1,0,0,Verano,23,45.0
2019-02-05,Baguette,2,0,0,Verano,328,2.5
2019-02-05,Cachito,2,0,0,Verano,234,0.5
2019-02-05,Ciabatta,2,0,0,Verano,336,0.4
2019-02-05,Croissant,2,0,0,Verano,330,2.5
2019-02-05,Empanada,2,0,0,Verano,246,4.5
2019-02-05,Pan Francés,2,0,0,Verano,856,0.3
2019-02-05,Pan de Camote,2,0,0,Verano,128,0.3
2019-02-05,Pan de Molde,2,0,0,Verano,131,6.5
2019-02-05,Pan de Yema,2,0,0,Verano,201,0.3
2019-02-05,Petit Pain,2,0,0,Verano,104,0.2
2019-02-05,Postre,2,0,0,Verano,72,8.5
2019-02-05,Torta,2,0,0,Verano,16,45.0
2019-02-06,Baguette,3,0,0,Verano,272,2.5
2019-02-06,Cachito,3,0,0,Verano,237,0.5
2019-02-06,Ciabatta,3,0,0,Verano,314,0.4
2019-02-06,Croissant,3,0,0,Verano,353,2.5
2019-02-06,Empanada,3,0,0,Verano,260,4.5
2019-02-06,Pan Francés,3,0,0,Verano,801,0.3
2019-02-06,Pan de Camote,3,0,0,Verano,147,0.3
2019-02-06,Pan de Molde,3,0,0,Verano,131,6.5
2019-02-06,Pan de Yema,3,0,0,Verano,175,0.3
2019-02-06,Petit Pain,3,0,0,Verano,90,0.2
2019-02-06,Postre,3,0,0,Verano,62,8.5
2019-02-06,Torta,3,0,0,Verano,20,45.0
2019-02-07,Baguette,4,0,0,Verano,323,2.5
2019-02-07,Cachito,4,0,0,Verano,205,0.5
2019-02-07,Ciabatta,4,0,0,Verano,292,0.4
2019-02-07,Croissant,4,0,0,Verano,319,2.5
2019-02-07,Empanada,4,0,0,Verano,302,4.5
2019-02-07,Pan Francés,4,0,0,Verano,911,0.3
2019-02-07,Pan de Camote,4,0,0,Verano,139,0.3
2019-02-07,Pan de Molde,4,0,0,Verano,159,6.5
2019-02-07,Pan de Yema,4,0,0,Verano,212,0.3
2019-02-07,Petit Pain,4,0,0,Verano,103,0.2
2019-02-07,Postre,4,0,0,Verano,60,8.5
2019-02-07,Torta,4,0,0,Verano,21,45.0
2019-02-08,Baguette,5,0,0,Verano,264,2.5
2019-02-08,Cachito,5,0,0,Verano,236,0.5
2019-02-08,Ciabatta,5,0,0,Verano,328,0.4
2019-02-08,Croissant,5,0,0,Verano,413,2.5
2019-02-08,Empanada,5,0,0,Verano,267,4.5
2019-02-08,Pan Francés,5,0,0,Verano,896,0.3
2019-02-08,Pan de Camote,5,0,0,Verano,166,0.3
2019-02-08,Pan de Molde,5,0,0,Verano,151,6.5
2019-02-08,Pan de Yema,5,0,0,Verano,193,0.3
2019-02-08,Petit Pain,5,0,0,Verano,106,0.2
2019-02-08,Postre,5,0,0,Verano,66,8.5
2019-02-08,Torta,5,0,0,Verano,15,45.0
2019-02-09,Baguette,6,1,0,Verano,413,2.5
2019-02-09,Cachito,6,1,0,Verano,360,0.5
2019-02-09,Ciabatta,6,1,0,Verano,473,0.4
2019-02-09,Croissant,6,1,0,Verano,591,2.5
2019-02-09,Empanada,6,1,0,Verano,461,4.5
2019-02-09,Pan Francés,6,1,0,Verano,1145,0.3
2019-02-09,Pan de Camote,6,1,0,Verano,218,0.3
2019-02-09,Pan de Molde,6,1,0,Verano,155,6.5
2019-02-09,Pan de Yema,6,1,0,Verano,237,0.3
2019-02-09,Petit Pain,6,1,0,Verano,105,0.2
2019-02-09,Postre,6,1,0,Verano,124,8.5
2019-02-09,Torta,6,1,0,Verano,42,45.0
2019-02-10,Baguette,7,1,0,Verano,509,2.5
2019-02-10,Cachito,7,1,0,Verano,316,0.5
2019-02-10,Ciabatta,7,1,0,Verano,496,0.4
2019-02-10,Croissant,7,1,0,Verano,465,2.5
2019-02-10,Empanada,7,1,0,Verano,464,4.5
2019-02-10,Pan Francés,7,1,0,Verano,1114,0.3
2019-02-10,Pan de Camote,7,1,0,Verano,156,0.3
2019-02-10,Pan de Molde,7,1,0,Verano,160,6.5
2019-02-10,Pan de Yema,7,1,0,Verano,231,0.3
2019-02-10,Petit Pain,7,1,0,Verano,111,0.2
2019-02-10,Postre,7,1,0,Verano,127,8.5
2019-02-10,Torta,7,1,0,Verano,41,45.0
2019-02-11,Baguette,1,0,0,Verano,234,2.5
2019-02-11,Cachito,1,0,0,Verano,240,0.5
2019-02-11,Ciabatta,1,0,0,Verano,359,0.4
